total_value,portfolio_delta,eth_delta,btc_delta,eth_price,btc_price,max_deviation,rebalance_count,total_costs
1001953.3113314635,0.0012784977825835056,0.0015614802401359448,0.0008082268468027788,2630.502685546875,105001.96875,0.0015614802401359448,4,27.706473931631628
1001639.7446281331,0.0010763477402679776,0.0010563784878986303,0.0011095066170090304,2627.8466796875,105065.2578125,0.0011095066170090304,4,27.706473931631628
996193.7823395605,-0.0024476516837147865,-0.0033080571407567362,-0.0010221306218256901,2605.00830078125,104618.2890625,0.0033080571407567362,4,27.706473931631628
1000151.0288872883,0.00011548551745702181,-0.0002892575106140583,0.0007868726381068626,2620.783935546875,104997.484375,0.0007868726381068626,4,27.706473931631628
997369.2183695436,-0.0016849423750642818,-0.0027772811530366094,0.00012373134850517597,2607.775146484375,104858.3203125,0.0027772811530366094,4,27.706473931631628
997068.3994126143,-0.001880025302657601,-0.0027012210362996796,-0.0005193273663004088,2608.171875,104723.546875,0.0027012210362996796,4,27.706473931631628
998667.7020403169,-0.0008437387910454775,-0.0018329882100952028,0.0007946852593628983,2612.704833984375,104999.125,0.0018329882100952028,4,27.706473931631628
997084.6497942319,-0.0018694848895790448,-0.0029066800699507804,-0.00015186516698666112,2607.100341796875,104800.5390625,0.0029066800699507804,4,27.706473931631628
1000567.4877249345,0.00038446683776268873,-4.096642401195923e-05,0.0010901358635046403,2622.085693359375,105061.1875,0.0010901358635046403,4,27.706473931631628
1001286.5710828628,0.000848565962967347,0.0006639790857520598,0.0011549375674568066,2625.78515625,105074.8046875,0.0011549375674568066,4,27.706473931631628
1002704.0370656578,0.0017621430465985487,0.0017261928882303405,0.0018218356197093528,2631.369384765625,105215.046875,0.0018218356197093528,4,27.706473931631628
998112.9842580163,-0.0012029316361121469,-0.0014763953203829668,-0.0007491517134020846,2614.56884765625,104675.421875,0.0014763953203829668,4,27.706473931631628
995956.0498310673,-0.002602051245885285,-0.003205633074821932,-0.0016013551599133164,2605.5419921875,104497.1640625,0.003205633074821932,4,27.706473931631628
995968.0503057957,-0.0025942561865086953,-0.0033547780809581795,-0.0013338886289931044,2604.764892578125,104553.078125,0.0033547780809581795,4,27.706473931631628
996508.6586488339,-0.002243222912906762,-0.0032078350191162394,-0.00064549383261068,2605.530517578125,104697.125,0.0032078350191162394,4,27.706473931631628
998137.087949744,-0.0011873185693470944,-0.002256605646510961,0.0005832921922971405,2610.4921875,104954.7421875,0.002256605646510961,4,27.706473931631628
995063.8002730729,-0.003181962911510785,-0.0047259600312260725,-0.0006284807678024558,2597.63134765625,104700.6875,0.0047259600312260725,4,27.706473931631628
997658.6831989741,-0.0014972943796949024,-0.0025400117419423166,0.00022944318174322102,2609.012939453125,104880.4921875,0.0025400117419423166,4,27.706473931631628
